Series_Title,Released_Year,Runtime,Genre,IMDB_Rating,Director,Star1,No_of_Votes,Gross,Metascore
OMG: Oh My God!,2012,125,Comedy,8.1,Umesh Shukla,Paresh Rawal,51739,923221,
Omohide poro poro,1991,118,Animation,7.6,Isao Takahata,Miki Imai,27071,453243,90
Omoide no Mânî,2014,103,Animation,7.7,James Simone,Hiromasa Yonebayashi,32798,765127,72
On Golden Pond,1981,109,Drama,7.6,Mark Rydell,Katharine Hepburn,27650,119285432,68
On the Waterfront,1954,108,Crime,8.1,Elia Kazan,Marlon Brando,142107,9600000,91
Once,2007,86,Drama,7.8,John Carney,Glen Hansard,110656,9439923,88
Once Upon a Time in America,1984,229,Crime,8.4,Sergio Leone,Robert De Niro,311365,5321508,
Once Upon a Time in the West,1968,165,Western,8.5,Sergio Leone,Henry Fonda,302844,5321508,80
Once Upon a Time... in Hollywood,2019,161,Comedy,7.6,Quentin Tarantino,Leonardo DiCaprio,551309,142502728,83
Once Were Warriors,1994,102,Crime,7.9,Lee Tamahori,Rena Owen,31590,2201126,77
Ondskan,2003,113,Drama,7.8,Mikael Håfström,Andreas Wilson,35682,15280,61
One Flew Over the Cuckoo's Nest,1975,133,Drama,8.7,Milos Forman,Jack Nicholson,918088,112000000,83
Only the Brave,2017,134,Action,7.6,Joseph Kosinski,Josh Brolin,58371,18340051,72
Ordinary People,1980,124,Drama,7.7,Robert Redford,Donald Sutherland,47099,54800000,86
Out of the Past,1947,97,Crime,8,Jacques Tourneur,Robert Mitchum,32784,790482117,
Pâfekuto burû,1997,81,Animation,8,Satoshi Kon,Junko Iwao,58192,776665,
Paan Singh Tomar,2012,135,Action,8.2,Tigmanshu Dhulia,Irrfan Khan,33237,39567,
Paddington 2,2017,103,Adventure,7.8,Paul King,Ben Whishaw,61594,40442052,88
Pan's Labyrinth,2006,118,Drama,8.2,Guillermo del Toro,Ivana Baquero,618623,37634615,98
Paper Moon,1973,102,Comedy,8.1,Peter Bogdanovich,Ryan O'Neal,42285,30933743,77
Papillon,1973,151,Biography,8,Franklin J. Schaffner,Steve McQueen,121627,53267000,58
Papurika,2006,90,Animation,7.7,Satoshi Kon,Megumi Hayashibara,71379,881302,81
"Paris, Texas",1984,145,Drama,8.1,Wim Wenders,Harry Dean Stanton,91188,2181987,78
Paths of Glory,1957,88,Drama,8.4,Stanley Kubrick,Kirk Douglas,178092,518311052,90
Patton,1970,172,Biography,7.9,Franklin J. Schaffner,George C. Scott,93741,61700000,91
Peeping Tom,1960,101,Drama,7.7,Michael Powell,Karlheinz Böhm,31354,83957,
Per qualche dollaro in più,1965,132,Western,8.3,Sergio Leone,Clint Eastwood,232772,15000000,74
Per un pugno di dollari,1964,99,Action,8,Sergio Leone,Clint Eastwood,198219,14500000,65
Perfetti sconosciuti,2016,96,Comedy,7.8,Paolo Genovese,Giuseppe Battiston,57168,729888765,
Persepolis,2007,96,Animation,8,Vincent Paronnaud,Marjane Satrapi,88656,4445756,90
Persona,1966,85,Drama,8.1,Ingmar Bergman,Bibi Andersson,103191,464738597,86
Philadelphia,1993,125,Drama,7.7,Jonathan Demme,Tom Hanks,224169,77324422,66
Philomena,2013,98,Biography,7.6,Stephen Frears,Judi Dench,94212,37707719,77
Pink,2016,136,Drama,8.1,Aniruddha Roy Chowdhury,Taapsee Pannu,39216,1241223,
Pink Floyd: The Wall,1982,95,Drama,8.1,Alan Parker,Bob Geldof,76081,22244207,47
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,Action,8,Gore Verbinski,Johnny Depp,1015122,305413918,63
PK,2014,153,Comedy,8.1,Rajkumar Hirani,Aamir Khan,163061,10616104,
"Planes, Trains & Automobiles",1987,93,Comedy,7.6,John Hughes,Steve Martin,124773,49530280,72
Planet of the Apes,1968,112,Adventure,8,Franklin J. Schaffner,Charlton Heston,165167,33395426,79
Platoon,1986,120,Drama,8.1,Oliver Stone,Charlie Sheen,381222,138530565,92
Portrait de la jeune fille en feu,2019,122,Drama,8.1,Céline Sciamma,Noémie Merlant,63134,3759854,95
Predator,1987,107,Action,7.8,John McTiernan,Arnold Schwarzenegger,371387,59735548,45
Pride,2014,119,Biography,7.8,Matthew Warchus,Bill Nighy,51841,574305769,79
Pride & Prejudice,2005,129,Drama,7.8,Joe Wright,Keira Knightley,258924,38405088,82
Primal Fear,1996,129,Crime,7.7,Gregory Hoblit,Richard Gere,189716,56116183,47
Prisoners,2013,153,Crime,8.1,Denis Villeneuve,Hugh Jackman,601149,61002302,70
Psycho,1960,109,Horror,8.5,Alfred Hitchcock,Anthony Perkins,604211,32000000,97
Pulp Fiction,1994,154,Crime,8.9,Quentin Tarantino,John Travolta,1826188,107928762,94
Queen,2013,146,Adventure,8.2,Vikas Bahl,Kangana Ranaut,60701,1429534,
Raazi,2018,138,Action,7.8,Meghna Gulzar,Alia Bhatt,25344,896910257,
Raging Bull,1980,129,Biography,8.2,Martin Scorsese,Robert De Niro,321860,23383987,89
Raiders of the Lost Ark,1981,115,Action,8.4,Steven Spielberg,Harrison Ford,884112,248159971,85
Rain Man,1988,133,Drama,8,Barry Levinson,Dustin Hoffman,473064,178800000,65
Ran,1985,162,Action,8.2,Akira Kurosawa,Tatsuya Nakadai,112505,4135750,96
Rang De Basanti,2006,167,Comedy,8.2,Rakeysh Omprakash Mehra,Aamir Khan,111937,2197331,
Rashômon,1950,88,Crime,8.2,Akira Kurosawa,Toshirô Mifune,152572,96568,98
Ratatouille,2007,111,Animation,8,Brad Bird,Jan Pinkava,641645,206445654,96
Ray,2004,152,Biography,7.7,Taylor Hackford,Jamie Foxx,138356,75331600,73
Rear Window,1954,112,Mystery,8.4,Alfred Hitchcock,James Stewart,444074,36764313,100
Rebecca,1940,130,Drama,8.1,Alfred Hitchcock,Laurence Olivier,123942,4360000,86
Rebel Without a Cause,1955,111,Drama,7.7,Nicholas Ray,James Dean,83363,293034391,89
Red River,1948,133,Action,7.8,Howard Hawks,Arthur Rosson,28167,116161549,
Relatos salvajes,2014,122,Comedy,8.1,Damián Szifron,Darío Grandinetti,177059,3107072,77
Remember the Titans,2000,113,Biography,7.8,Boaz Yakin,Denzel Washington,198089,115654751,48
Repulsion,1965,105,Drama,7.7,Roman Polanski,Catherine Deneuve,48883,440704699,91
Requiem for a Dream,2000,102,Drama,8.3,Darren Aronofsky,Ellen Burstyn,766870,3635482,68
Reservoir Dogs,1992,99,Crime,8.3,Quentin Tarantino,Harvey Keitel,918562,2832029,79
Rio Bravo,1959,141,Action,8,Howard Hawks,John Wayne,56305,12535000,93
Road to Perdition,2002,117,Crime,7.7,Sam Mendes,Tom Hanks,246840,104454762,72
Rockstar,2011,159,Drama,7.7,Imtiaz Ali,Ranbir Kapoor,39501,985912,
Rocky,1976,120,Drama,8.1,John G. Avildsen,Sylvester Stallone,518546,117235247,70
Rogue One,2016,133,Action,7.8,Gareth Edwards,Felicity Jones,556608,532177324,65
Roma,2018,135,Drama,7.7,Alfonso Cuarón,Yalitza Aparicio,140375,557873261,96
Roman Holiday,1953,118,Comedy,8,William Wyler,Gregory Peck,127256,557517195,78
Room,2015,118,Drama,8.1,Lenny Abrahamson,Brie Larson,371538,14677674,86
Rope,1948,80,Crime,8,Alfred Hitchcock,James Stewart,129783,466149116,73
Rosemary's Baby,1968,137,Drama,8,Roman Polanski,Mia Farrow,193674,287621537,96
Rupan sansei: Kariosutoro no shiro,1979,100,Animation,7.7,Hayao Miyazaki,Yasuo Yamada,27014,762251541,71
Rush,2013,123,Action,8.1,Ron Howard,Daniel Brühl,432811,26947624,74
Rushmore,1998,93,Comedy,7.7,Wes Anderson,Jason Schwartzman,169229,17105219,86
Sabrina,1954,113,Comedy,7.7,Billy Wilder,Humphrey Bogart,59415,199534614,72
Salinui chueok,2003,131,Crime,8.1,Bong Joon Ho,Kang-ho Song,139558,14131,82
Sanjuro,1962,96,Action,8.1,Akira Kurosawa,Toshirô Mifune,33044,848120995,
Saving Private Ryan,1998,169,Drama,8.6,Steven Spielberg,Tom Hanks,1235804,216540909,91
Saw,2004,103,Horror,7.6,James Wan,Cary Elwes,379020,56000369,46
Scarface,1983,170,Crime,8.3,Brian De Palma,Al Pacino,740911,45598982,65
Scarface: The Shame of the Nation,1932,93,Action,7.8,Howard Hawks,Richard Rosson,25312,82900837,87
Scent of a Woman,1992,156,Drama,8,Martin Brest,Al Pacino,263918,63895607,59
Schindler's List,1993,195,Biography,8.9,Steven Spielberg,Liam Neeson,1213505,96898818,94
Se7en,1995,127,Crime,8.6,David Fincher,Morgan Freeman,1445096,100125643,65
Searching,2018,102,Drama,7.6,Aneesh Chaganty,John Cho,140840,26020957,71
Secrets & Lies,1996,136,Comedy,8,Mike Leigh,Timothy Spall,37564,13417292,91
Sen to Chihiro no kamikakushi,2001,125,Animation,8.6,Hayao Miyazaki,Daveigh Chase,651376,10055859,96
Sense and Sensibility,1995,136,Drama,7.6,Ang Lee,Emma Thompson,102598,43182776,84
Seppuku,1962,133,Action,8.6,Masaki Kobayashi,Tatsuya Nakadai,42004,373978394,85
Serbuan maut,2011,101,Action,7.6,Gareth Evans,Iko Uwais,190531,4105123,73
Serbuan maut 2: Berandal,2014,150,Action,8,Gareth Evans,Iko Uwais,114316,2625803,71
Serenity,2005,119,Action,7.8,Joss Whedon,Nathan Fillion,283310,25514517,74
Serpico,1973,130,Biography,7.7,Sidney Lumet,Al Pacino,109941,29800000,87
Seven Pounds,2008,123,Drama,7.6,Gabriele Muccino,Will Smith,286770,69951824,36
Shadow of a Doubt,1943,108,Film-Noir,7.8,Alfred Hitchcock,Teresa Wright,59556,123353292,94
Shaun of the Dead,2004,99,Comedy,7.9,Edgar Wright,Simon Pegg,512249,13542874,76
Sherlock Holmes,2009,128,Action,7.6,Guy Ritchie,Robert Downey Jr.,583158,209028679,57
Sherlock Jr.,1924,45,Action,8.2,Buster Keaton,Buster Keaton,41985,977375,
Shichinin no samurai,1954,207,Action,8.6,Akira Kurosawa,Toshirô Mifune,315744,269061,98
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,Animation,8.1,Hideaki Anno,Kazuya Tsurumaki,38847,364744762,
Shine,1996,105,Biography,7.7,Scott Hicks,Geoffrey Rush,51350,35811509,87
Sholay,1975,204,Action,8.2,Ramesh Sippy,Sanjeev Kumar,51284,932069480,
Short Cuts,1993,188,Comedy,7.7,Robert Altman,Andie MacDowell,42275,6110979,79
Short Term 12,2013,96,Drama,8,Destin Daniel Cretton,Brie Larson,81770,1010414,82
Shrek,2001,90,Animation,7.8,Andrew Adamson,Vicky Jenson,613941,267665011,84
Shutter Island,2010,138,Mystery,8.2,Martin Scorsese,Leonardo DiCaprio,1129894,128012934,63
Sicario,2015,121,Action,7.6,Denis Villeneuve,Emily Blunt,371291,46889293,82
Silver Linings Playbook,2012,122,Comedy,7.7,David O. Russell,Bradley Cooper,661871,132092958,81
Sin City,2005,124,Crime,8,Frank Miller,Quentin Tarantino,738512,74103820,74
Sing Street,2016,106,Comedy,7.9,John Carney,Ferdia Walsh-Peelo,85109,3237118,79
Singin' in the Rain,1952,103,Comedy,8.3,Stanley Donen,Gene Kelly,218957,8819028,99
Skyfall,2012,143,Action,7.7,Sam Mendes,Daniel Craig,630614,304360277,81
Sleepers,1996,147,Crime,7.6,Barry Levinson,Robert De Niro,186734,49100000,49
Sleuth,1972,138,Mystery,8,Joseph L. Mankiewicz,Laurence Olivier,44748,4081254,
Sling Blade,1996,135,Drama,8,Billy Bob Thornton,Billy Bob Thornton,86838,24475416,84
Slumdog Millionaire,2008,120,Drama,8,Danny Boyle,Loveleen Tandan,798882,141319928,84
Smultronstället,1957,91,Drama,8.2,Ingmar Bergman,Victor Sjöström,96381,144259257,88
Snatch,2000,104,Comedy,8.3,Guy Ritchie,Jason Statham,782001,30328156,55
Solaris,1972,167,Drama,8.1,Andrei Tarkovsky,Natalya Bondarchuk,81021,526246744,90
Some Like It Hot,1959,121,Comedy,8.2,Billy Wilder,Marilyn Monroe,243943,25000000,98
Song of the Sea,2014,93,Animation,8.1,Tomm Moore,David Rawle,51679,857524,85
Soorarai Pottru,2020,153,Drama,8.6,Sudha Kongara,Suriya,54995,556832648,
Soul,2020,100,Animation,8.1,Pete Docter,Kemp Powers,159171,321826155,83
Sound of Metal,2019,120,Drama,7.8,Darius Marder,Riz Ahmed,27187,196719735,81
"South Park: Bigger, Longer & Uncut",1999,81,Animation,7.7,Trey Parker,Trey Parker,192112,52037603,73
Spartacus,1960,197,Adventure,7.9,Stanley Kubrick,Kirk Douglas,124339,30000000,87
Special Chabbis,2013,144,Crime,8,Neeraj Pandey,Akshay Kumar,51069,1079369,
Spider-Man: Into the Spider-Verse,2018,117,Animation,8.4,Bob Persichetti,Peter Ramsey,375110,190241310,87
Spoorloos,1988,107,Mystery,7.7,George Sluizer,Bernard-Pierre Donnadieu,33982,367916835,
Spotlight,2015,129,Biography,8.1,Tom McCarthy,Mark Ruffalo,420316,45055776,93
Stagecoach,1939,96,Adventure,7.8,John Ford,John Wayne,43621,404971331,93
Stalag 17,1953,120,Comedy,8,Billy Wilder,William Holden,51046,780722628,84
Stalker,1979,162,Drama,8.2,Andrei Tarkovsky,Alisa Freyndlikh,116945,234723,
Stand by Me,1986,89,Adventure,8.1,Rob Reiner,Wil Wheaton,363401,52287414,75
Star Trek,2009,127,Action,7.9,J.J. Abrams,Chris Pine,577336,257730019,82
Star Trek II: The Wrath of Khan,1982,113,Action,7.7,Nicholas Meyer,William Shatner,112704,78912963,67
Star Trek Into Darkness,2013,132,Action,7.7,J.J. Abrams,Chris Pine,463188,228778661,72
Star Wars,1977,121,Action,8.6,George Lucas,Mark Hamill,1231473,322740140,90
Star Wars: Episode V - The Empire Strikes Back,1980,124,Action,8.7,Irvin Kershner,Mark Hamill,1159315,290475067,82
Star Wars: Episode VI - Return of the Jedi,1983,131,Action,8.3,Richard Marquand,Mark Hamill,950470,309125409,58
Star Wars: Episode VII - The Force Awakens,2015,138,Action,7.9,J.J. Abrams,Daisy Ridley,860823,936662225,80
Stardust,2007,127,Adventure,7.6,Matthew Vaughn,Charlie Cox,255036,38634938,66
Straight Outta Compton,2015,147,Biography,7.8,F. Gary Gray,O'Shea Jackson Jr.,179264,161197785,72
Strangers on a Train,1951,101,Crime,7.9,Alfred Hitchcock,Farley Granger,123341,7630000,88
Sunrise: A Song of Two Humans,1927,94,Drama,8.1,F.W. Murnau,George O'Brien,46865,539540,
Sunset Blvd.,1950,110,Drama,8.4,Billy Wilder,William Holden,201632,506055932,
"Swades: We, the People",2004,210,Drama,8.2,Ashutosh Gowariker,Shah Rukh Khan,83005,1223240,
Sweet Smell of Success,1957,96,Drama,8,Alexander Mackendrick,Burt Lancaster,28137,490441324,100
"Synecdoche, New York",2008,124,Drama,7.6,Charlie Kaufman,Philip Seymour Hoffman,83158,3081925,67
Tôkyô goddofâzâzu,2003,90,Animation,7.8,Satoshi Kon,Shôgo Furuya,31658,128985,73
Tôkyô monogatari,1953,136,Drama,8.2,Yasujirô Ozu,Chishû Ryû,53153,129117599,
Taare Zameen Par,2007,165,Drama,8.4,Aamir Khan,Amole Gupte,168895,1223869,
Taegukgi hwinalrimyeo,2004,140,Action,8.1,Je-kyu Kang,Jang Dong-Gun,37820,1111061,64
Taken,2008,90,Action,7.8,Pierre Morel,Liam Neeson,564791,145000989,51
Talvar,2015,132,Crime,8.2,Meghna Gulzar,Irrfan Khan,31142,342370,
Tangled,2010,100,Animation,7.7,Nathan Greno,Byron Howard,405922,200821936,71
Taxi Driver,1976,114,Crime,8.3,Martin Scorsese,Robert De Niro,724636,28262574,94
Tengoku to jigoku,1963,143,Crime,8.4,Akira Kurosawa,Toshirô Mifune,34357,620361655,
Tenkû no shiro Rapyuta,1986,125,Animation,8,Hayao Miyazaki,Mayumi Tanaka,150140,715920290,78
Terminator 2: Judgment Day,1991,137,Action,8.5,James Cameron,Arnold Schwarzenegger,995506,204843350,75
The 39 Steps,1935,86,Crime,7.6,Alfred Hitchcock,Robert Donat,51853,302787539,93
The Adventures of Robin Hood,1938,102,Action,7.9,Michael Curtiz,William Keighley,47175,3981000,97
The African Queen,1951,105,Adventure,7.7,John Huston,Humphrey Bogart,71481,536118,91
The Apartment,1960,125,Comedy,8.3,Billy Wilder,Jack Lemmon,164363,18600000,94
The Artist,2011,100,Comedy,7.9,Michel Hazanavicius,Jean Dujardin,230624,44671682,89
The Avengers,2012,143,Action,8,Joss Whedon,Robert Downey Jr.,1260806,623279547,69
The Best Years of Our Lives,1946,170,Drama,8,William Wyler,Myrna Loy,57259,23650000,93
The Big Lebowski,1998,117,Comedy,8.1,Joel Coen,Ethan Coen,732620,17498804,71
The Big Short,2015,130,Biography,7.8,Adam McKay,Christian Bale,362942,70259870,81
The Big Sleep,1946,114,Crime,7.9,Howard Hawks,Humphrey Bogart,78796,6540000,
The Birds,1963,119,Drama,7.7,Alfred Hitchcock,Rod Taylor,171739,11403529,90
The Blind Side,2009,129,Biography,7.6,John Lee Hancock,Quinton Aaron,293266,255959475,53
The Blues Brothers,1980,133,Action,7.9,John Landis,John Belushi,183182,57229890,60
The Boondock Saints,1999,108,Action,7.8,Troy Duffy,Willem Dafoe,227143,25812,44
The Bourne Identity,2002,119,Action,7.9,Doug Liman,Franka Potente,508771,121661683,68
The Bourne Supremacy,2004,108,Action,7.7,Paul Greengrass,Matt Damon,434841,176241941,73
The Bourne Ultimatum,2007,115,Action,8,Paul Greengrass,Matt Damon,604694,227471070,85
The Boy in the Striped Pyjamas,2008,94,Drama,7.8,Mark Herman,Asa Butterfield,190748,9030581,55
The Breakfast Club,1985,97,Comedy,7.8,John Hughes,Emilio Estevez,357026,45875171,66
The Bridge on the River Kwai,1957,161,Adventure,8.1,David Lean,William Holden,203463,44908000,87
The Bridges of Madison County,1995,135,Drama,7.6,Clint Eastwood,Clint Eastwood,73172,71516617,69
The Broken Circle Breakdown,2012,111,Drama,7.7,Felix van Groeningen,Veerle Baetens,39379,175058,70
The Butterfly Effect,2004,113,Drama,7.6,Eric Bress,J. Mackye Gruber,451479,57938693,30
The Circus,1928,72,Comedy,8.1,Charles Chaplin,Charles Chaplin,30205,259701815,90
The Color Purple,1985,154,Drama,7.8,Steven Spielberg,Danny Glover,78321,98467863,78
The Conversation,1974,113,Drama,7.8,Francis Ford Coppola,Gene Hackman,98611,4420000,85
The Count of Monte Cristo,2002,131,Action,7.8,Kevin Reynolds,Jim Caviezel,129022,54234062,61
The Curious Case of Benjamin Button,2008,166,Drama,7.8,David Fincher,Brad Pitt,589160,127509326,70
The Dark Knight,2008,152,Action,9,Christopher Nolan,Christian Bale,2303232,534858444,84
The Dark Knight Rises,2012,164,Action,8.4,Christopher Nolan,Christian Bale,1516346,448139099,78
The Day of the Jackal,1973,143,Crime,7.8,Fred Zinnemann,Edward Fox,37445,16056255,80
The Day the Earth Stood Still,1951,92,Drama,7.7,Robert Wise,Michael Rennie,76315,895071115,
The Deer Hunter,1978,183,Drama,8.1,Michael Cimino,Robert De Niro,311361,48979328,86
The Departed,2006,151,Crime,8.5,Martin Scorsese,Leonardo DiCaprio,1189773,132384315,85
The Dirty Dozen,1967,150,Action,7.7,Robert Aldrich,Lee Marvin,67183,45300000,73
The Elephant Man,1980,124,Biography,8.1,David Lynch,Anthony Hopkins,220078,753585104,78
The Exorcist,1973,122,Horror,8,William Friedkin,Ellen Burstyn,362393,232906145,81
The Fall,2006,117,Adventure,7.9,Tarsem Singh,Lee Pace,107290,2280348,64
The Fault in Our Stars,2014,126,Drama,7.7,Josh Boone,Shailene Woodley,344312,124872350,69
The Fifth Element,1997,126,Action,7.7,Luc Besson,Bruce Willis,434125,63540020,52
The Fighter,2010,116,Biography,7.8,David O. Russell,Mark Wahlberg,340584,93617009,79
The Florida Project,2017,111,Drama,7.6,Sean Baker,Brooklynn Prince,95181,5904366,92
The French Connection,1971,104,Action,7.7,William Friedkin,Gene Hackman,110075,15630710,94
The Fugitive,1993,130,Action,7.8,Andrew Davis,Harrison Ford,267684,183875760,87
The Game,1997,129,Action,7.8,David Fincher,Michael Douglas,345096,48323648,61
The General,1926,67,Action,8.1,Clyde Bruckman,Buster Keaton,81156,1033895,
The Gentlemen,2019,113,Action,7.8,Guy Ritchie,Matthew McConaughey,237392,179413519,51
The Girl with the Dragon Tattoo,2011,158,Crime,7.8,David Fincher,Daniel Craig,423010,102515793,71
The Godfather,1972,175,Crime,9.2,Francis Ford Coppola,Marlon Brando,1620367,134966411,100
The Godfather: Part II,1974,202,Crime,9,Francis Ford Coppola,Al Pacino,1129952,57300000,90
The Godfather: Part III,1990,162,Crime,7.6,Francis Ford Coppola,Al Pacino,359809,66666062,60
The Gold Rush,1925,95,Adventure,8.2,Charles Chaplin,Charles Chaplin,101053,5450000,
The Goonies,1985,114,Adventure,7.8,Richard Donner,Sean Astin,244430,61503218,62
The Graduate,1967,106,Comedy,8,Mike Nichols,Dustin Hoffman,253676,104945305,83
The Grand Budapest Hotel,2014,99,Adventure,8.1,Wes Anderson,Ralph Fiennes,707630,59100318,88
The Grapes of Wrath,1940,129,Drama,8,John Ford,Henry Fonda,85559,55000,96
The Great Dictator,1940,125,Comedy,8.4,Charles Chaplin,Charles Chaplin,203150,288475,
The Great Escape,1963,172,Adventure,8.2,John Sturges,Steve McQueen,224730,12100000,86
The Green Mile,1999,189,Crime,8.6,Frank Darabont,Tom Hanks,1147794,136801374,61
The Hangover,2009,100,Comedy,7.7,Todd Phillips,Zach Galifianakis,717559,277322503,73
The Hateful Eight,2015,168,Crime,7.8,Quentin Tarantino,Samuel L. Jackson,517059,54117416,68
The Help,2011,146,Drama,8,Tate Taylor,Emma Stone,428521,169708112,62
The Hobbit: An Unexpected Journey,2012,169,Adventure,7.8,Peter Jackson,Martin Freeman,757377,303003568,58
The Hobbit: The Desolation of Smaug,2013,161,Adventure,7.8,Peter Jackson,Ian McKellen,601408,258366855,66
The Hurricane,1999,146,Biography,7.6,Norman Jewison,Denzel Washington,91557,50668906,74
The Hustler,1961,134,Drama,8,Robert Rossen,Paul Newman,75067,8284000,90
The Illusionist,2006,110,Drama,7.6,Neil Burger,Edward Norton,354728,39868642,68
The Imitation Game,2014,114,Biography,8,Morten Tyldum,Benedict Cumberbatch,685201,91125683,73
The Incredibles,2004,115,Animation,8,Brad Bird,Craig T. Nelson,657047,261441092,90
The Innocents,1961,100,Horror,7.8,Jack Clayton,Deborah Kerr,27007,2616000,88
The Insider,1999,157,Biography,7.8,Michael Mann,Russell Crowe,159886,28965197,84
The Intouchables,2011,112,Biography,8.5,Olivier Nakache,Éric Toledano,760360,13182281,57
The Invisible Man,1933,71,Horror,7.7,James Whale,Claude Rains,30683,298791505,87
The Irishman,2019,209,Biography,7.9,Martin Scorsese,Robert De Niro,324720,7000000,94
The Iron Giant,1999,86,Animation,8,Brad Bird,Eli Marienthal,172083,23159305,85
The Jungle Book,1967,78,Animation,7.6,Wolfgang Reitherman,Phil Harris,166409,141843612,65
The Kid,1921,68,Comedy,8.3,Charles Chaplin,Charles Chaplin,113314,5450000,
The Killing,1956,84,Crime,8,Stanley Kubrick,Sterling Hayden,81702,309154156,91
The Killing Fields,1984,141,Biography,7.8,Roland Joffé,Sam Waterston,51585,34700291,76
The King of Comedy,1982,109,Comedy,7.8,Martin Scorsese,Robert De Niro,88511,2500000,73
The King's Speech,2010,118,Biography,8,Tom Hooper,Colin Firth,639603,138797449,88
The Lady Vanishes,1938,96,Mystery,7.8,Alfred Hitchcock,Margaret Lockwood,47400,474203697,98
The Ladykillers,1955,91,Comedy,7.7,Alexander Mackendrick,Alec Guinness,26464,333324782,91
The Last Emperor,1987,163,Biography,7.7,Bernardo Bertolucci,John Lone,94326,43984230,76
The Last King of Scotland,2006,123,Biography,7.7,Kevin Macdonald,James McAvoy,175355,17605861,74
The Last of the Mohicans,1992,112,Action,7.7,Michael Mann,Daniel Day-Lewis,150409,75505856,76
The Last Picture Show,1971,118,Drama,8,Peter Bogdanovich,Timothy Bottoms,42456,29133000,93
The Last Samurai,2003,154,Action,7.7,Edward Zwick,Tom Cruise,400049,111110575,55
The Lego Movie,2014,100,Animation,7.7,Christopher Miller,Phil Lord,323982,257760692,83
The Lion in Winter,1968,134,Biography,7.9,Anthony Harvey,Peter O'Toole,29003,22276975,
The Lion King,1994,88,Animation,8.5,Roger Allers,Rob Minkoff,942045,422783777,88
The Little Mermaid,1989,83,Animation,7.6,Ron Clements,John Musker,237696,111543479,88
The Lives of Others,2006,137,Drama,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,358685,11286112,89
The Long Goodbye,1973,112,Comedy,7.6,Robert Altman,Elliott Gould,26337,959000,87
The Longest Day,1962,178,Action,7.8,Ken Annakin,Andrew Marton,52141,39100000,75
The Lord of the Rings: The Fellowship of the Ring,2001,178,Action,8.8,Peter Jackson,Elijah Wood,1661481,315544750,92
The Lord of the Rings: The Return of the King,2003,201,Action,8.9,Peter Jackson,Elijah Wood,1642758,377845905,94
The Lord of the Rings: The Two Towers,2002,179,Action,8.7,Peter Jackson,Elijah Wood,1485555,342551365,87
The Lost Weekend,1945,101,Drama,7.9,Billy Wilder,Ray Milland,33549,9460000,
The Lunchbox,2013,104,Drama,7.8,Ritesh Batra,Irrfan Khan,50523,4231500,76
The Machinist,2004,101,Drama,7.7,Brad Anderson,Christian Bale,358432,1082715,61
The Magdalene Sisters,2002,114,Drama,7.7,Peter Mullan,Eileen Walsh,25938,4890878,83
The Magnificent Seven,1960,128,Action,7.7,John Sturges,Yul Brynner,87719,4905000,74
The Maltese Falcon,1941,100,Film-Noir,8,John Huston,Humphrey Bogart,148928,2108060,96
The Man from Earth,2007,87,Drama,7.9,Richard Schenkman,David Lee Smith,174125,849967373,
The Man Who Shot Liberty Valance,1962,123,Drama,8.1,John Ford,James Stewart,68827,541426567,94
The Man Who Would Be King,1975,129,Adventure,7.8,John Huston,Sean Connery,44917,335861628,91
The Manchurian Candidate,1962,126,Drama,7.9,John Frankenheimer,Frank Sinatra,71122,238786038,94
The Martian,2015,144,Adventure,8,Ridley Scott,Matt Damon,760094,228433663,80
The Matrix,1999,136,Action,8.7,Lana Wachowski,Lilly Wachowski,1676426,171479930,73
The Message,1976,177,Biography,8.2,Moustapha Akkad,Anthony Quinn,43885,216427395,
The Muppet Christmas Carol,1992,85,Comedy,7.7,Brian Henson,Michael Caine,50298,27281507,64
The Muppet Movie,1979,95,Adventure,7.6,James Frawley,Jim Henson,32802,76657000,74
The Naked Gun: From the Files of Police Squad!,1988,85,Comedy,7.6,David Zucker,Leslie Nielsen,152871,78756177,76
The Night of the Hunter,1955,92,Crime,8,Charles Laughton,Robert Mitchum,81980,654000,99
The Nightmare Before Christmas,1993,76,Animation,8,Henry Selick,Danny Elfman,300208,75082668,82
The Notebook,2004,123,Drama,7.8,Nick Cassavetes,Gena Rowlands,520284,81001787,53
The Odd Couple,1968,105,Comedy,7.7,Gene Saks,Jack Lemmon,31572,44527234,86
The Others,2001,101,Horror,7.6,Alejandro Amenábar,Nicole Kidman,337651,96522687,74
The Outlaw Josey Wales,1976,135,Western,7.8,Clint Eastwood,Clint Eastwood,65659,31800000,69
The Peanut Butter Falcon,2019,97,Adventure,7.6,Tyler Nilson,Michael Schwartz,66346,13122642,70
The Perks of Being a Wallflower,2012,103,Drama,8,Stephen Chbosky,Logan Lerman,462252,17738570,67
The Philadelphia Story,1940,112,Comedy,7.9,George Cukor,Cary Grant,63550,463399372,96
The Pianist,2002,150,Biography,8.5,Roman Polanski,Adrien Brody,729603,32572577,85
The Prestige,2006,130,Drama,8.5,Christopher Nolan,Christian Bale,1190259,53089891,66
The Princess Bride,1987,98,Adventure,8,Rob Reiner,Cary Elwes,393899,30857814,77
